1949-16435;Bettie Jackson;1960-11-25;BS;IT;17;
1967-80064;Katherine Thompson;1900-04-14;BS;CS;127;
1951-58261;Rebecca Brooks;1960-04-22;MS;IT;122;
1906-46347;Glenn McGee;1951-12-12;BS;IT;57;
1969-27163;Gavin Berry;1998-12-01;MS;CS;62;
2000-47921;Lora Roy;1975-07-03;MS;IT;54;
2008-83811;Brandon Cross;1902-06-29;MS;IT;63;
1933-24757;Chester Casey;1983-08-06;MS;CS;37;
1964-38590;Frances Munoz;1956-09-11;MS;IT;5;
1970-48141;Rosie Harvey;1912-09-06;BS;CS;1;
1902-63263;Fanny Blair;1984-04-20;BS;CS;21;
1909-02501;Terry Snyder;1995-02-05;MS;IT;130;
1948-89666;Fannie Welch;1901-07-13;MS;CS;43;
1906-21208;Adelaide Sharp;1973-01-04;BS;CS;94;
1904-31091;Mitchell Weaver;1954-02-26;MS;CS;32;
1917-80460;Owen Larson;1985-05-29;BS;CS;47;
1974-53218;Cora Robbins;1990-12-25;MS;CS;34;
1938-62169;Olivia Weaver;1939-05-08;BS;IT;127;
2004-40605;Charlotte Buchanan;1905-05-01;BS;CS;73;
1991-28715;Wesley Clark;1934-11-14;BS;CS;21;
1964-90657;Leo Allison;1914-09-21;BS;IT;65;
1954-90844;Augusta Mendoza;1972-01-02;MS;CS;80;
1926-71776;Jon Scott;1938-02-17;BS;CS;5;
1991-28005;Steve Maxwell;1949-09-01;MS;IT;41;
1905-30159;Sophia James;1910-12-24;BS;CS;2;
1938-10928;Bettie Weber;1989-10-14;BS;CS;9;
1913-39854;Harold Walker;1962-09-28;BS;CS;10;
1946-38134;Ethan Craig;1964-12-23;MS;CS;32;
1994-50763;Noah Barnes;1969-06-21;MS;IT;119;
1979-05668;Harry Cox;1902-01-14;BS;CS;21;
1949-41631;Jeffery Summers;1939-02-02;MS;CS;48;
1948-69788;Genevieve Chandler;1933-09-17;BS;CS;115;
1922-23284;Charlie Harper;1941-09-07;MS;CS;136;
1967-25228;John Benson;1936-02-30;BS;IT;142;
1927-06789;Eddie Black;1933-07-29;MS;CS;0;
1972-62551;Edwin Reynolds;1936-07-21;MS;CS;40;
1962-41318;Delia Hammond;1961-08-28;BS;CS;23;
1970-64721;Glen Ramos;1944-05-15;BS;CS;132;
1929-93264;Lela Burton;1959-05-19;BS;IT;44;
1902-49856;Carl Lewis;1987-10-07;MS;CS;20;
1900-14502;Travis Tran;1909-11-25;BS;IT;106;
1975-58326;Jeff Lynch;1990-08-25;MS;CS;77;
1964-70450;Antonio Burke;1969-12-15;BS;CS;80;
1917-58939;Isabelle Johnson;1981-01-27;MS;IT;57;
1900-08559;Lela Graves;1988-08-30;MS;CS;121;
2001-51038;Mario Stanley;1973-11-10;MS;CS;38;
1943-02026;Sophie Blake;1955-06-26;BS;IT;138;
1958-70598;Marion Norris;1916-09-31;MS;IT;103;
2000-10470;Ina Vaughn;1960-02-26;BS;IT;14;
1971-17406;Cora Colon;1999-04-05;BS;IT;107;
1961-33548;Willie Schmidt;1915-01-19;MS;CS;130;
2011-99586;Mason Boone;1985-02-06;MS;IT;40;
1959-26576;Christian Cannon;1950-05-29;BS;IT;10;
1951-89597;Martin Peters;1949-03-12;BS;CS;136;
2003-58952;Ryan Kim;1959-12-29;MS;IT;146;
1941-60514;Gertrude Francis;1946-12-07;BS;IT;38;
1972-65292;Jeff Powers;1998-10-21;BS;CS;93;
2001-14621;Matthew Palmer;1928-10-16;BS;CS;95;
1991-59899;Lawrence Butler;1927-01-06;MS;CS;70;
1952-29286;May Vasquez;1986-11-10;MS;CS;114;
1995-61086;Effie Sparks;1942-02-26;BS;IT;27;
1972-31419;Harold Robbins;1975-09-16;BS;IT;120;
1934-88217;Todd Graves;1936-03-06;MS;CS;37;
1902-27808;Jane Hunter;1927-11-16;MS;IT;71;
1941-08783;Alice Cannon;1974-02-09;MS;CS;87;
2001-37116;Warren Lawrence;1973-12-11;MS;CS;3;
1981-04512;Maggie Nash;1995-06-12;BS;IT;120;
1964-52000;Emma Graham;1913-01-20;MS;IT;65;
2005-72802;Caleb Wade;1947-05-31;MS;IT;136;
2015-85072;Patrick Wood;1915-05-05;BS;IT;1;
1982-24285;Mayme Taylor;1933-07-27;BS;IT;123;
1956-76372;Dustin Wells;1914-01-03;MS;IT;126;
1947-31479;Stanley Carpenter;1951-06-12;BS;CS;54;
1960-23371;Nellie Oliver;1918-05-02;MS;IT;124;
1969-70645;Alex Stanley;1932-02-01;MS;CS;92;
1930-97756;Lucas Moore;1986-01-12;BS;IT;3;
1950-25654;Birdie Bell;1953-05-12;BS;CS;58;
1943-73776;Rosetta Bradley;1935-07-16;MS;CS;21;
1982-25222;Luella Joseph;1990-06-06;MS;IT;73;
1966-22273;Floyd Lucas;1924-05-22;BS;IT;65;
1992-74534;Jack Norton;1939-05-02;BS;IT;105;
1993-64240;Henrietta Underwood;1959-10-07;MS;CS;21;
1900-96355;Katie McDaniel;1933-09-17;MS;CS;133;
1911-94404;David Bass;1972-06-25;BS;CS;64;
2015-11366;Dylan Jimenez;1931-03-05;MS;CS;88;
1913-55664;Patrick Graves;1933-05-08;MS;CS;108;
1986-53437;Theresa Barnett;1969-06-22;MS;CS;62;
1982-06898;Cecelia McDaniel;1992-07-02;BS;CS;105;
2013-37962;Ian Martinez;1993-05-27;MS;CS;118;
2011-27236;Jessie Lawrence;1905-10-15;MS;IT;63;
1993-76676;Pauline McDaniel;1910-07-21;MS;IT;17;
1941-76475;Norman Simon;1967-12-24;MS;IT;100;
1943-21990;Callie Zimmerman;1987-06-13;MS;CS;22;
1987-35850;Jeanette Mendoza;1923-11-06;MS;IT;55;
1990-13990;Louis Andrews;1970-11-09;BS;IT;49;
1928-61187;Tyler Garner;1994-11-25;MS;CS;80;
1951-66128;Maurice Lloyd;1994-07-07;MS;CS;64;
1980-10186;Jeanette Hubbard;1911-10-08;MS;IT;16;
1973-35846;Caleb Norris;1908-09-08;BS;IT;51;
1954-04042;Nell Hamilton;1919-02-01;BS;IT;123;
1966-62181;John Hanson;1985-11-09;BS;IT;113;
1926-94013;Ora Vaughn;1954-12-26;BS;CS;62;
1920-38967;Willie Davidson;1985-11-08;MS;CS;21;
2012-78155;Tommy Floyd;1959-10-21;MS;IT;30;
1910-88656;Gary Lambert;1907-11-16;BS;IT;6;
2016-29737;Elva Griffith;1907-07-27;MS;CS;41;
1972-17712;Austin Bush;1929-12-11;MS;CS;59;
1939-11557;Dorothy Manning;1930-10-29;MS;IT;78;
1959-54851;Chester Huff;2000-07-19;BS;CS;5;
1951-80342;Phoebe Pena;1951-06-02;MS;IT;35;
1910-70258;Abbie Phelps;1966-04-23;BS;IT;92;
1942-76336;Henry Gibson;1940-03-24;BS;IT;117;
1961-89149;Lucas Osborne;1948-11-13;MS;CS;119;
1922-77987;Nell Ryan;1942-11-04;MS;IT;45;
1934-84898;Randy Aguilar;1973-06-16;BS;IT;131;
1903-77662;Mollie Dennis;1943-12-17;MS;CS;14;
1907-46629;Addie Williamson;1948-08-01;MS;IT;73;
1989-97626;Joe Hoffman;1928-09-06;MS;IT;139;
1983-61504;Eugene Medina;1908-01-18;BS;CS;110;
1955-85561;Betty Smith;1954-03-29;BS;IT;97;
2011-17556;Nancy Austin;1964-06-09;MS;CS;49;
1934-96315;Mabelle Kennedy;1992-12-21;BS;CS;23;
2005-51873;Keith Russell;1964-02-13;MS;IT;109;
1904-58125;Marion Larson;1986-12-01;MS;CS;117;
1923-22769;Jacob Thomas;2000-10-20;BS;CS;67;
1982-55158;Brett Carlson;1998-04-12;BS;IT;130;
1971-37070;Georgie Castillo;1911-01-27;MS;IT;131;
1977-67263;Katherine Higgins;2000-03-18;BS;IT;85;
1982-90721;Bertha Santos;1949-01-01;BS;CS;83;
1965-82398;Phillip Roy;1936-07-13;MS;CS;17;
1937-92237;Rosetta Simmons;1950-12-20;MS;IT;127;
1997-99273;Marc Armstrong;1977-09-31;MS;IT;128;
1977-55974;Alan Walker;1907-12-01;BS;IT;32;
1941-67082;Eliza Harrison;1996-10-16;BS;CS;106;
1917-27808;Bradley Wells;1939-03-04;MS;IT;136;
1994-54132;Helen Henry;1935-09-18;MS;IT;80;
1990-07695;Maurice Stevens;1996-10-30;MS;IT;88;
1992-78368;Sarah Gilbert;1954-05-19;BS;IT;70;
1934-91389;Tony Sanchez;1986-08-30;BS;CS;25;
1901-59459;Leon Marshall;1976-12-16;BS;CS;50;
1943-44974;Irene Blake;1973-12-08;MS;IT;43;
1910-07283;Gabriel Chavez;1903-06-05;MS;CS;66;
1968-64061;Nelle Simmons;1936-04-04;MS;IT;40;
1981-29916;Ricky Willis;1963-11-16;MS;IT;94;
1935-79360;Samuel Rios;1948-12-04;MS;CS;20;
1924-92109;Glen Myers;1985-02-29;BS;CS;111;
1913-93872;Rodney Rowe;1943-08-01;MS;IT;71;
1934-27612;Gavin Atkins;1955-02-25;MS;CS;33;
1946-89913;Mattie Reyes;1974-01-18;MS;IT;145;
1955-17659;Elmer Brooks;1962-03-30;BS;CS;138;
1914-96248;Stephen McKinney;1956-01-24;MS;IT;15;
1978-91613;Angel McCarthy;1903-08-09;BS;IT;109;
1913-50127;Ruby Harrington;1992-10-04;MS;CS;21;
1907-88177;Jon Mendez;1922-04-11;BS;IT;18;
2002-46179;Jorge Gonzales;1937-02-05;BS;CS;27;
1979-15558;Tillie Vega;1913-02-24;MS;CS;118;
1900-50875;Georgia Francis;1901-05-25;BS;CS;133;
1944-31910;Nicholas Stevenson;1901-02-21;BS;IT;52;
1997-40278;Linnie Fleming;1939-08-24;MS;CS;66;
1926-58389;Corey Douglas;1975-01-05;MS;CS;131;
1914-04743;Dollie Maldonado;1909-12-05;MS;CS;95;
1975-53989;Lina Zimmerman;1904-07-18;MS;CS;147;
1907-74230;Lucas Silva;1909-11-22;BS;CS;127;
1960-01929;Rachel Brewer;1903-05-24;BS;IT;21;
1928-19806;Henry Townsend;1928-07-12;MS;IT;47;
1983-75196;Bradley Wheeler;1960-07-31;MS;CS;137;
1933-77212;Lula Burns;1942-07-14;BS;CS;10;
1943-74336;Joshua Ramsey;1910-12-23;MS;CS;110;
1902-93563;Thomas Gibson;1999-08-21;BS;CS;1;
1979-30733;Edna Powell;1940-03-21;BS;IT;14;
1914-98217;Gene Harris;1937-05-07;MS;CS;35;
1929-56894;Shane Simpson;1948-12-15;BS;CS;73;
1932-71567;Leona Reynolds;1984-06-17;MS;IT;9;
1903-73053;Lela Cole;1925-08-28;BS;CS;43;
2005-33613;Virgie Boone;1924-02-04;BS;CS;120;
1938-17702;Charles Jackson;1992-10-23;BS;CS;3;
1944-45554;Keith Grant;1939-08-08;MS;IT;72;
2005-41701;Helena Russell;1954-10-01;MS;IT;93;
1908-40300;Harriett Dixon;1997-06-10;MS;CS;143;
2001-57027;Carolyn Rogers;1969-12-21;MS;IT;32;
1966-07403;Abbie Sandoval;1955-11-23;BS;CS;48;
1909-89002;Rhoda Burke;1990-03-08;BS;IT;31;
2010-70527;Ronnie Garrett;1900-06-22;BS;IT;138;
1997-40930;Carolyn Cruz;1921-11-18;MS;CS;26;
1937-93698;Hettie Bell;1903-07-05;BS;CS;96;
1951-21585;Hilda Bell;1910-11-07;BS;CS;138;
2006-18260;Joshua Osborne;1920-10-01;BS;IT;79;
1923-68608;Chad Salazar;1983-06-15;BS;CS;64;
1948-37246;Celia Bell;1984-05-31;MS;CS;147;
1993-05130;Rosa Baker;1963-07-07;MS;CS;73;
1966-21424;Wesley Oliver;1964-02-31;BS;CS;101;
1953-04029;Joel Mathis;1917-10-18;MS;IT;143;
1962-10535;Mae Greer;1992-07-18;BS;CS;102;
1917-88623;Zachary Hart;1974-02-04;MS;IT;124;
1983-15961;Adrian Soto;1999-02-04;BS;CS;0;
1933-60527;Ricky Fields;1925-01-20;BS;CS;129;
1994-60493;Douglas Padilla;1997-09-10;BS;CS;86;
1986-18100;George Hunter;1938-02-06;BS;IT;105;
1958-64605;Dean Bell;1976-01-24;MS;CS;65;
1952-84354;Martha Holmes;1900-02-07;BS;CS;100;
1956-82159;Lucile Love;1961-05-12;MS;IT;128;
2007-33542;Luis Hansen;1915-05-27;MS;CS;85;
1983-19623;Mabelle Knight;1980-12-10;MS;CS;5;
1939-16341;Clayton Fisher;1977-07-07;BS;IT;90;
1954-35744;Brian Bowers;1967-06-13;BS;IT;56;
1924-41534;Olive Robertson;1994-02-05;BS;IT;27;
1970-19671;Leah Stewart;1947-08-16;MS;CS;94;
1997-17652;Gertrude Johnson;1997-06-05;MS;CS;111;
1993-23043;Nathaniel Welch;1900-02-09;MS;CS;57;
1974-62153;Mitchell Jackson;1931-02-20;BS;CS;54;
1989-32831;Jeremiah Weaver;1956-06-15;MS;CS;72;
1937-33092;Calvin Ruiz;1990-10-02;MS;IT;77;
1995-29038;Lucas Strickland;1985-10-07;BS;CS;47;
1920-46222;Tyler Ferguson;1979-02-21;BS;IT;94;
1950-89572;Willie Daniels;1917-01-11;MS;IT;3;
1901-72896;Alexander Nguyen;1978-10-09;MS;IT;133;
1963-24092;Emilie McGee;1931-09-06;BS;CS;65;
1924-67771;Isabelle Farmer;1987-08-27;MS;CS;14;
2000-05421;Samuel Peterson;1986-10-21;MS;IT;68;
1963-22710;Laura Chapman;1911-11-14;MS;CS;142;
1938-90714;Herman Quinn;1972-09-10;MS;CS;62;
1966-17539;Willie Paul;1983-04-29;BS;IT;102;
1931-91339;Marvin Garner;1978-05-16;MS;CS;128;
1956-84025;Maria Klein;1953-05-23;BS;CS;62;
1983-00720;Nicholas Rowe;1991-10-13;MS;CS;125;
1932-06502;Edith Harper;1945-10-25;BS;CS;126;
2012-34044;Curtis Romero;1964-04-30;BS;IT;7;
1960-11800;Virgie Summers;1992-06-21;BS;CS;5;
2008-69375;Lloyd Henry;1921-04-27;MS;IT;29;
1970-95275;Dale Klein;1981-07-09;BS;CS;28;
1932-45023;Leo Jennings;1948-03-11;BS;IT;103;
1936-34083;Katie McCormick;1977-08-27;BS;IT;60;
1958-97002;Christian Bell;1917-07-06;BS;IT;15;
1909-36414;Martha Rose;1961-06-26;MS;CS;147;
1979-76307;Mary Cross;1986-05-01;MS;CS;145;
2002-12674;Derek Newman;1971-07-29;MS;CS;78;
1905-63566;Mabel Sharp;1912-08-17;BS;CS;19;
1971-21341;Ernest Norton;1982-12-11;BS;IT;20;
1929-03205;Jason Ruiz;1945-07-01;MS;IT;105;
1973-00476;Leroy Ortiz;1922-11-20;MS;IT;143;
1988-40945;Marvin Boyd;1985-05-24;BS;IT;66;
2010-25830;Stephen Watts;1911-05-15;MS;CS;40;
1979-75845;Richard Kennedy;1930-06-24;BS;IT;116;
1966-06799;Anthony Stanley;1958-05-07;BS;IT;38;
2013-57267;Lee Simpson;1900-06-18;MS;IT;100;
2007-67958;Bessie Allison;1964-07-19;MS;IT;79;
1940-00267;Agnes Warren;1924-11-05;BS;CS;103;
1933-02091;Charlotte Williams;1909-12-28;BS;IT;70;
1933-92027;Jim Byrd;1937-01-13;MS;IT;136;
1974-80535;Harvey Wolfe;1962-04-04;MS;CS;39;
2002-05700;Micheal Kelly;1902-04-26;BS;CS;127;
1964-20899;Leona Graham;1936-05-02;BS;CS;81;
1970-64295;Ronnie Atkins;1966-08-13;BS;CS;36;
1943-11058;Trevor Strickland;1988-10-18;BS;CS;137;
1992-15296;Carolyn Wilkins;1963-09-30;MS;CS;118;
1918-73073;Zachary Murphy;1965-01-24;MS;IT;132;
2016-03152;Todd Burgess;1973-06-31;BS;CS;75;
1966-31175;Antonio Rowe;1934-10-25;BS;CS;134;
1999-01632;Roy Kelly;1977-05-20;BS;CS;98;
1967-29159;Jimmy McCarthy;1945-11-04;MS;IT;116;
1969-95213;Minnie Blair;1906-02-19;MS;CS;106;
1949-16054;Ella Jones;1996-11-26;BS;IT;125;
1954-90056;Raymond Daniel;1999-08-10;BS;IT;105;
1963-84349;Bess Padilla;1936-02-19;BS;IT;18;
1929-72511;Lucas Gonzales;1923-11-05;MS;IT;64;
1982-17959;Ida Guzman;1946-08-24;BS;IT;119;
1993-88004;Elizabeth George;1972-12-01;MS;IT;97;
1914-21843;Russell Griffith;1979-06-03;MS;IT;4;
1911-39201;Connor Ingram;1943-03-21;MS;IT;82;
2001-51559;Mayme Young;1968-06-13;BS;IT;100;
2015-05513;Peter Strickland;1941-10-22;BS;CS;136;
1982-91205;Hulda Harmon;1961-01-24;MS;CS;140;
1941-23479;Lily Gray;1920-11-05;BS;CS;43;
1984-27804;Nannie Hunt;1983-04-18;MS;CS;146;
1914-63313;Lawrence Maxwell;1944-02-22;BS;CS;125;
1936-05839;Trevor Frank;1973-06-24;BS;IT;40;
1910-49305;Estelle Daniels;1915-04-11;BS;IT;66;
1913-71662;Edwin Farmer;1904-12-08;BS;CS;74;
2000-23312;Fred Casey;1908-02-02;MS;CS;77;
1990-30418;Julia Fleming;1929-09-16;MS;CS;33;
1974-70324;Glenn McKenzie;1946-12-01;BS;IT;61;
1966-84682;Lola Foster;1994-10-03;MS;CS;105;
2013-78750;Donald Diaz;1924-08-14;MS;IT;47;
1946-68510;Lou Ortega;1900-01-10;MS;CS;106;
1974-95486;Trevor Guerrero;1939-01-05;BS;IT;83;
1951-42653;Bill Dixon;1913-11-08;MS;IT;87;
1999-02181;Craig Salazar;1941-08-04;MS;CS;83;
2005-52398;Josephine Kelley;1983-12-04;MS;IT;46;
2013-79602;Caleb Barnes;1992-01-19;BS;IT;36;
1984-95151;Minnie Adams;1917-07-22;MS;IT;119;
1952-35790;Abbie Mendez;1921-08-10;MS;IT;94;
1971-27522;Alfred Anderson;2000-09-28;BS;CS;132;
1912-96589;Sue Stone;1919-02-23;MS;IT;9;
1955-58294;Eliza Riley;1955-09-06;MS;CS;133;
1997-92204;Hunter Ray;1949-02-25;MS;CS;112;
1920-36032;Rhoda Goodwin;1985-01-30;BS;IT;140;
1938-41201;George Gonzales;1935-11-29;MS;CS;93;
1980-93605;Katharine Higgins;1927-02-31;MS;CS;16;
1951-07337;Pearl Banks;1952-08-12;MS;IT;44;
1984-11023;Teresa Snyder;1989-10-08;BS;CS;29;
1967-77886;Carlos Butler;1979-09-03;BS;IT;93;
1962-05913;Jayden Fox;1986-12-25;BS;CS;12;
2012-08974;Julian Brown;1902-01-14;MS;CS;16;
1989-84141;Hattie Cook;1908-11-06;MS;IT;125;
1943-98686;Claudia Nunez;1941-10-29;MS;IT;80;
1936-73448;Adrian Williamson;1900-10-13;MS;IT;7;
1960-10269;Julian Cox;1985-10-26;BS;IT;84;
1976-42462;Della Joseph;1980-12-15;MS;CS;54;
1956-81198;Christopher Carson;1964-03-04;BS;IT;48;
1966-33105;Bobby Wilkins;1944-12-31;MS;CS;6;
1975-76181;Paul Wells;1916-07-22;MS;IT;137;
1919-57345;Chad Thornton;1905-07-01;MS;CS;98;
1906-71311;Vincent Mills;1929-04-01;MS;IT;34;
2006-31450;Alice Castillo;1947-06-15;BS;IT;98;
1982-91277;Edna Ford;1921-09-28;BS;CS;98;
1974-62311;Marian Potter;1993-12-23;BS;IT;42;
2011-57662;Isaac Jordan;1912-12-30;MS;IT;23;
2011-59736;Nelle Russell;1904-02-31;MS;IT;74;
1989-98970;Estella Perry;1947-11-16;MS;IT;51;
1972-08076;Gordon Cain;1940-09-03;BS;IT;43;
1921-76733;Norman Nelson;1916-05-27;BS;CS;42;
1903-12415;Jeffery Daniels;1933-08-02;BS;IT;18;
2013-61587;Derrick George;1935-09-17;MS;IT;43;
1998-19136;Carolyn Roy;1996-11-08;BS;CS;94;
1909-76914;Cornelia Padilla;1933-03-24;BS;CS;85;
1923-85275;Ian Griffin;1900-06-08;BS;CS;126;
1943-87173;Jesse Jensen;1951-02-20;MS;CS;120;
1909-38556;Warren Bass;1933-09-23;BS;CS;78;
1934-78789;Leona Marshall;1990-06-14;MS;CS;102;
1911-06244;Louisa Higgins;1937-04-05;MS;IT;48;
1946-22773;Miguel King;1971-07-10;BS;IT;144;
2016-88252;Estella Ryan;1990-03-10;BS;CS;6;
1936-29032;Alvin Hanson;1932-07-06;BS;CS;70;
2006-33604;Matthew Russell;1905-07-10;BS;IT;11;
2002-75155;Nellie Phelps;1972-01-25;MS;CS;138;
1951-41754;Franklin Hunter;1983-07-20;MS;IT;119;
2005-79046;Catherine James;1980-03-21;BS;IT;133;
1932-17774;Ophelia Stevenson;1988-10-18;BS;CS;35;
1908-99009;Larry Brady;1972-10-15;MS;IT;27;
1993-94709;May Boyd;1974-03-12;BS;IT;12;
1918-22130;Lena Jennings;1942-06-06;BS;IT;65;
1957-24343;Danny Fields;1977-06-08;BS;IT;139;
2006-74708;Harry Doyle;1950-11-29;BS;IT;75;
1941-43065;Ethel Quinn;1964-05-14;MS;CS;41;
1940-64223;Lena Cohen;1919-04-18;MS;IT;135;
1908-69784;Eleanor Manning;1916-07-20;MS;IT;128;
1911-68504;Mollie Daniel;1905-12-05;MS;CS;85;
1992-01361;Ethan Lyons;1957-01-22;BS;CS;139;
1902-38573;Anthony Dawson;1909-03-11;MS;CS;105;
1948-34874;Alberta Hoffman;1974-05-12;MS;CS;97;
1941-41383;Connor Lee;1943-01-12;BS;IT;129;
1946-64601;Devin Harmon;1992-01-06;MS;CS;25;
1981-36464;Francisco Roberson;1903-12-08;MS;IT;144;
1994-92724;Steven Morales;1975-03-05;MS;IT;101;
1918-74034;Nell Copeland;1914-07-22;BS;IT;17;
2009-80726;Earl Yates;1903-05-31;MS;CS;127;
1902-47528;Curtis Shelton;1958-05-16;BS;CS;83;
1923-19019;Violet Barnett;1981-05-01;MS;IT;132;
1967-68309;Sam Reid;1981-11-03;MS;IT;87;
1998-49021;Mae Brady;1938-02-06;BS;IT;8;
2006-31804;Dean Mendoza;1920-10-09;BS;IT;67;
1960-58402;Cora Rodgers;1996-07-18;MS;IT;98;
1951-74120;Wesley Parks;1969-08-01;BS;CS;64;
1930-43226;Charlotte Goodman;1927-10-12;MS;IT;114;
1901-22123;Rose Schneider;1970-12-11;MS;IT;4;
1923-72167;Michael Owen;1966-11-11;MS;CS;86;
1948-27314;Leila Nelson;1917-09-09;MS;IT;103;
